scorer,DeepCut_resnet50_licking-belowOct05shuffle1_1030000,DeepCut_resnet50_licking-belowOct05shuffle1_1030000,DeepCut_resnet50_licking-belowOct05shuffle1_1030000,DeepCut_resnet50_licking-belowOct05shuffle1_1030000,DeepCut_resnet50_licking-belowOct05shuffle1_1030000,DeepCut_resnet50_licking-belowOct05shuffle1_1030000,DeepCut_resnet50_licking-belowOct05shuffle1_1030000,DeepCut_resnet50_licking-belowOct05shuffle1_1030000,DeepCut_resnet50_licking-belowOct05shuffle1_1030000,DeepCut_resnet50_licking-belowOct05shuffle1_1030000,DeepCut_resnet50_licking-belowOct05shuffle1_1030000,DeepCut_resnet50_licking-belowOct05shuffle1_1030000
bodyparts,jaw,jaw,jaw,toe-bot,toe-bot,toe-bot,toe-top,toe-top,toe-top,tongue,tongue,tongue
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
134,629.3433309793472,280.97081232070923,1.0,228.0200294610113,451.8448462486267,1.0,215.92642498016357,143.29179310798645,1.0,633.1868085861206,266.19849812984467,0.00035352163831703365
135,629.3355549573898,281.0891523361206,1.0,228.04211210086942,451.8695979118347,1.0,215.95248651504517,143.24747514724731,1.0,642.5019488334656,270.90304803848267,0.0004445649101398885
136,629.2329385280609,281.2330861091614,1.0,228.0758373439312,452.0332508087158,1.0,215.91306376457214,143.29483294487,1.0,642.4462080001831,270.966614484787,0.00045849988237023354
137,628.5098011493683,281.5526189804077,1.0,228.03828583285213,452.13328647613525,1.0,215.92030429840088,143.3023579120636,1.0,642.3285536766052,271.4508237838745,0.0005181216984055936
138,628.1015322729945,281.24268436431885,1.0,228.05569563806057,452.19996452331543,1.0,215.89095211029053,143.3127646446228,1.0,632.9463386535645,266.41422486305237,0.000463029311504215
139,626.9972343444824,281.85709142684937,1.0,228.043679933995,452.1684465408325,1.0,215.89863085746765,143.30417156219482,1.0,632.3859825134277,266.4356926679611,0.00038704051985405385
140,625.2345223426819,281.35747241973877,1.0,228.023827848956,452.1413736343384,1.0,215.77748560905457,143.34617710113525,1.0,631.6334447860718,266.126678109169,0.00039535638643428683
141,623.3687863349915,281.01551961898804,1.0,228.0142861297354,452.25038051605225,1.0,215.6353795528412,143.2474021911621,1.0,638.0816819667816,280.2625141143799,0.0007751889643259346
142,622.651741027832,280.5853419303894,1.0,227.79611463844776,452.1449041366577,1.0,215.74487352371216,143.35680103302002,1.0,637.9527879953384,279.77570390701294,0.0008617738494649529
143,623.7864208221436,279.2963490486145,1.0,228.01939370296896,452.24876594543457,1.0,215.81814813613892,143.36028909683228,1.0,638.2544274330139,266.44870460033417,0.002376498421654105
144,622.1722989082336,279.19495487213135,1.0,227.99208451341838,452.34853744506836,1.0,215.84511160850525,143.48708820343018,1.0,636.3111437857151,265.1398582458496,0.0015805575530976057
145,619.6975340843201,278.9991810321808,1.0,228.1229902356863,452.41311168670654,1.0,216.46162176132202,142.57401371002197,1.0,627.8515200614929,262.741162776947,0.0009127985686063766
146,617.3396239280701,277.2378205060959,1.0,228.08199521154165,452.4301710128784,1.0,216.2813949584961,143.0525140762329,1.0,627.1174159049988,262.5598678588867,0.0005214596167206764
147,620.8066049814224,277.22903978824615,1.0,227.78315097093582,452.19439792633057,1.0,216.4468264579773,142.82813167572021,1.0,628.4177513122559,263.1262698173523,0.0004813156556338072
148,627.8333525359631,280.6728367805481,1.0,228.2677362859249,452.3955183029175,1.0,216.4936637878418,142.66608142852783,1.0,640.8022627830505,282.0383062362671,0.00028077952447347343
149,627.9268030673265,279.9898331165314,1.0,228.29113391041756,452.0570459365845,1.0,216.44859504699707,142.7278060913086,1.0,640.9787011146545,281.2529458999634,0.00032643918530084193
150,627.6042337715626,280.5739221572876,1.0,228.20724126696587,452.2882843017578,1.0,216.403470993042,142.7564353942871,1.0,632.3818664550781,265.5406303405762,0.0003676342312246561
151,628.0778049454093,281.05272102355957,1.0,228.1697470098734,452.2548942565918,1.0,216.45172119140625,142.69845581054688,1.0,632.6195878982544,265.5267119407654,0.0003956749278586358
152,624.104326248169,280.81839323043823,1.0,228.15850922465324,452.1204137802124,1.0,216.39678239822388,142.69363975524902,1.0,639.4435753822327,281.362815618515,0.0005027175648137927
153,622.0467286109924,282.1693181991577,1.0,228.34266328811646,452.141001701355,1.0,216.43657445907593,142.6696367263794,1.0,637.3940695524216,281.8299961090088,0.0002287333772983402
154,618.8572934865952,283.06657314300537,1.0,228.3291715979576,452.08753490448,1.0,216.4065089225769,142.66499614715576,1.0,628.369218826294,266.66703271865845,0.000219860696233809
155,615.5098624229431,284.7396712899208,1.0,228.27420550584793,452.0933074951172,1.0,216.40791702270508,142.68942832946777,1.0,625.4793047904968,268.40648993849754,0.0004395665309857577
156,618.4610080718994,285.0866985321045,1.0,228.25961980223656,452.1080484390259,1.0,216.46336841583252,142.65013599395752,1.0,629.1867733001709,298.2536053657532,0.00019873770361300558
157,624.6066083908081,284.5583972930908,1.0,228.17135977745056,452.0245132446289,1.0,216.60729551315308,142.55167388916016,1.0,637.5002105236053,281.29296827316284,0.0005930857150815427
158,628.4587969183922,282.92621660232544,1.0,228.07428366690874,452.1826057434082,1.0,216.62884330749512,142.55098152160645,1.0,640.1781396865845,281.1253807544708,0.00035419955383986235
159,628.877326130867,283.31500148773193,1.0,228.1116495653987,452.04347229003906,1.0,216.659161567688,142.41096019744873,1.0,640.34929895401,281.14432978630066,0.0003531381662469357
160,629.4501581192017,283.42720127105713,1.0,227.96237085014582,451.96325731277466,1.0,216.63838815689087,142.3258352279663,1.0,640.6456866264343,281.25301790237427,0.0003214199678041041
161,628.9748647212982,283.3595190048218,1.0,228.09925384819508,452.05031299591064,1.0,216.60717964172363,142.29850578308105,1.0,640.3055710792542,281.2377233505249,0.0003494792617857456
162,627.7000796198845,283.366370677948,1.0,228.07164297252893,452.17641830444336,1.0,216.60618925094604,142.4988670349121,1.0,639.644914150238,281.1202781200409,0.0005196462734602392
163,627.4679953455925,284.21930408477783,1.0,228.06242075935006,452.108190536499,1.0,216.56801176071167,142.50660610198975,1.0,639.6910026073456,280.90685772895813,0.0004924845998175442
164,627.4306228756905,283.3509941101074,1.0,228.12603901326656,452.1686067581177,1.0,216.55934858322144,142.49633979797363,1.0,640.738543510437,282.62819504737854,0.000321641011396423
165,631.4279656410217,282.2346076965332,1.0,228.07237346470356,452.1699047088623,1.0,216.58752393722534,142.5121030807495,1.0,642.7305865287781,283.247543156147,0.00013666444283444434
166,632.9788956642151,282.61366081237793,1.0,228.08247117698193,452.08423709869385,1.0,216.67855167388916,142.47785568237305,1.0,643.0705690383911,284.0560602284968,9.387023601448163e-05
167,632.9119462966919,283.77785763144493,1.0,228.07656279206276,452.1079149246216,1.0,216.7028250694275,142.44608116149902,1.0,644.7444667816162,282.68940484523773,0.0005141326109878719
168,634.1807017326355,284.2706493139267,1.0,228.12520296871662,451.9338130950928,1.0,216.61891222000122,142.470929145813,1.0,651.4736778140068,281.25254464149475,0.0003770443727262318
169,635.5342575609684,285.31724309921265,1.0,228.11584200710058,452.07450675964355,1.0,216.59615182876587,142.4833526611328,1.0,650.8691372871399,281.9748742580414,0.0004401600454002619
170,635.0628032684326,285.4199458360672,1.0,228.14282409846783,451.9726643562317,1.0,216.56122398376465,142.4558401107788,1.0,650.4824728965759,282.03924906253815,0.0004509214486461133
171,634.7938470840454,285.5363587141037,1.0,228.14321303367615,452.01246070861816,1.0,216.4830241203308,142.51548671722412,1.0,650.3926573991776,282.1679309606552,0.0003383348521310836
172,633.873866558075,284.8505200743675,1.0,228.1607245951891,452.0444793701172,1.0,216.43580389022827,142.38605308532715,1.0,644.3200521469116,296.7554807662964,0.000257584877545014
173,634.0741059780121,283.7316269874573,1.0,228.169065117836,452.04036235809326,1.0,216.45409202575684,142.38293647766113,1.0,644.4014520645142,271.43717217445374,0.00015993358101695776
174,634.0706152915955,283.5348153114319,1.0,228.1957003325224,452.02091884613037,1.0,216.3808045387268,142.38957023620605,1.0,650.9756209850311,281.5388181209564,0.0002277521271025762
175,633.6749439239502,281.46804666519165,1.0,228.17413295805454,452.0260410308838,1.0,216.4246587753296,142.39865493774414,1.0,642.5828475952148,268.9690978527069,0.00021712643501814455
176,637.2360489368439,281.6372003555298,1.0,228.20123045146465,452.00859546661377,1.0,216.45450973510742,142.4060411453247,1.0,652.5752325057983,282.2707942724228,0.0003586612001527101
177,637.4313306808472,283.57545042037964,1.0,228.1773696243763,452.07276916503906,1.0,216.50959253311157,142.31174087524414,1.0,651.86773660779,281.5009081363678,0.0004502973461057991
178,638.2164652347565,284.7214820384979,1.0,228.17567414045334,452.0733232498169,1.0,216.50225019454956,142.30907726287842,1.0,651.9343957155943,281.3512716293335,0.0004588691517710686
179,637.5882443189621,285.4738790988922,1.0,228.04668472334743,452.02421283721924,1.0,216.5164933204651,142.2719488143921,1.0,651.0068556070328,281.3929886817932,0.00017306146037299186
180,637.0673633813858,285.1875704526901,1.0,228.03152827546,452.1050968170166,1.0,216.56546878814697,142.2510175704956,1.0,644.8838682174683,297.70191836357117,0.00018051995721179992
181,636.5775111913681,285.40256094932556,1.0,227.91810631006956,451.9888377189636,1.0,216.53599166870117,142.271559715271,1.0,644.7242565155029,297.61701941490173,0.00026668934151530266
182,636.2457109987736,285.3644541501999,1.0,228.06174790114164,452.05412006378174,1.0,216.5143027305603,142.27929878234863,1.0,644.5773248672485,297.3339042663574,0.0002576349943410605
183,636.3186853528023,285.47115778923035,1.0,228.16775539517403,452.0597686767578,1.0,216.4554615020752,142.34179019927979,1.0,644.8116245269775,296.987340927124,0.00022934679873287678
184,636.245653450489,284.50630670785904,1.0,228.22190833091736,452.04750633239746,1.0,216.7061676979065,142.3209342956543,1.0,650.1235680580139,281.6339590549469,0.00023396489268634468
185,634.0968804359436,282.7482738494873,1.0,228.16440150141716,451.96932649612427,1.0,216.68138360977173,142.39917182922363,1.0,650.2117145061493,280.48200583457947,0.000169854421983473
186,630.8350422382355,278.5663049221039,1.0,228.19284127652645,451.8612265586853,1.0,216.76257038116455,142.45184421539307,1.0,632.391019821167,264.7048261165619,0.00022584896942134947
187,630.0242810249329,277.3394377231598,1.0,228.10852382332087,451.84331798553467,1.0,216.73871040344238,142.45923042297363,1.0,643.089723110199,284.0919214710593,0.0002548494085203856
188,635.2769937515259,278.2534112930298,1.0,228.17811121046543,451.9531149864197,1.0,216.8211236000061,141.65081024169922,1.0,643.2536725997925,267.9943332625553,0.00013107078848406672
189,635.2877612113953,280.97528409957886,1.0,228.21604712307453,452.07262229919434,1.0,216.93659114837646,142.07451152801514,1.0,643.3332891464233,269.28403556346893,0.00017537528765387833
190,635.6826238632202,283.24011754989624,1.0,228.1051106005907,451.9921474456787,1.0,216.91658735275269,142.12551879882812,1.0,645.8683576583862,299.3668962717056,9.504913032287732e-05
191,635.5033083260059,284.30263328552246,1.0,228.10044142603874,451.9657492637634,1.0,216.81431484222412,142.19167518615723,1.0,645.5507249832153,299.22635132074356,0.0001558311632834375
192,635.471052646637,284.65452766418457,1.0,228.1005235761404,451.9656538963318,1.0,216.73449039459229,142.2275972366333,1.0,645.5373229980469,299.04714703559875,0.00016719999257475138
193,636.0075918366201,285.29238522052765,1.0,228.12344466894865,451.957142829895,1.0,216.7100477218628,142.22720336914062,1.0,645.410285949707,299.03682202100754,0.00024017687246669084
194,635.5964003801346,283.96827030181885,1.0,228.11473820358515,451.92199897766113,1.0,216.58054447174072,142.3079423904419,1.0,645.7662677764893,299.5069678425789,0.0001449477713322267
195,631.7709980010986,282.98244762420654,1.0,228.04939042404294,451.87639141082764,1.0,216.65977001190186,142.30108070373535,1.0,643.1104655265808,284.4760461449623,0.0001245872990693897
196,625.8582997322083,280.73151206970215,1.0,228.36042922735214,451.999267578125,1.0,217.09158754348755,142.042254447937,1.0,639.6997725963593,285.0080168247223,0.00034486324875615537
197,620.3933610916138,278.36696219444275,1.0,228.78364127874374,451.9160876274109,1.0,217.72691345214844,141.86940956115723,1.0,628.0966062545776,262.6704692840576,0.00024452360230498016
198,617.1134977340698,278.25371766090393,1.0,228.79101395606995,451.9634528160095,1.0,217.7379550933838,141.89743518829346,1.0,626.1358871459961,261.8681445121765,0.0002758437185548246
199,623.8430469036102,278.57066464424133,1.0,229.39657592773438,451.68606424331665,1.0,218.26858186721802,141.58991050720215,1.0,638.5686309337616,284.90762239694595,0.00028753915103152394
200,632.5049004554749,280.93435621261597,1.0,230.0256175994873,451.46233892440796,1.0,218.78982162475586,141.34685230255127,1.0,642.9824051856995,269.53128373622894,0.0001586514845257625
201,633.3140773773193,283.03827571868896,1.0,229.98195791244507,451.33038425445557,1.0,218.77825689315796,141.76816177368164,1.0,642.7141366004944,282.5429993867874,0.00013222241250332445
202,634.46728682518,282.8054051399231,1.0,229.93446576595306,451.089919090271,1.0,218.79599857330322,141.74720859527588,1.0,644.9186792373657,297.3588581085205,9.881341247819364e-05
203,632.958432674408,284.30393928289413,1.0,230.029212474823,450.63904905319214,1.0,218.72373962402344,142.25286865234375,1.0,644.3524980545044,296.806471824646,0.00012933131074532866
204,630.4400284290314,284.0169725418091,1.0,230.01439428329468,450.68964290618896,1.0,218.55362796783447,142.22766017913818,1.0,642.1190371513367,283.0586051940918,7.813338015694171e-05
205,626.7246111631393,283.34467601776123,1.0,230.06549334526062,450.754123210907,1.0,218.71099281311035,142.17216300964355,1.0,640.0647854804993,281.8345789909363,0.00020491679606493562
206,621.2100648880005,281.8821449279785,1.0,230.3062882423401,450.60582304000854,1.0,218.90270948410034,142.27107620239258,1.0,628.5959177017212,265.5156960487366,0.00023488934675697237
207,616.8647766113281,283.6856552064419,1.0,230.31589198112488,450.7258515357971,1.0,218.84172916412354,142.26537895202637,1.0,626.3447113037109,266.9077807664871,0.00022712760255672038
208,621.9123376607895,283.5809097290039,1.0,230.54320883750916,450.6076784133911,1.0,219.15452241897583,142.206636428833,1.0,638.0488510131836,280.8944847583771,0.00012462746235542
209,626.613471865654,284.1595821380615,1.0,230.4839165210724,450.6483087539673,1.0,219.48436784744263,142.24452686309814,1.0,640.077299118042,280.4379003047943,0.0003250786103308201
210,631.0425524711609,284.7513536810875,1.0,230.7071349620819,450.53763484954834,1.0,219.72872114181519,142.36805629730225,1.0,642.1766171455383,282.66409635543823,9.402073919773102e-05
211,631.531920671463,285.4551011323929,1.0,230.73261213302612,450.5404419898987,1.0,219.94353818893433,142.32107734680176,1.0,643.4175038337708,296.8935544490814,0.00013871521514374763
212,631.4635317325592,285.71185410022736,1.0,230.72919869422913,450.45311069488525,1.0,219.93393146246672,142.20419311523438,1.0,643.234103679657,297.00467324256897,0.00018014923261944205
213,631.9318521022797,285.31675386428833,1.0,230.6311490535736,450.39834547042847,1.0,219.97785196080804,142.18115329742432,1.0,643.4626975059509,296.95664167404175,0.00012778842938132584
214,631.723475933075,287.0526673793793,1.0,230.66740012168884,450.3527626991272,1.0,219.9402588456869,142.1337947845459,1.0,643.1383619308472,297.8025252819061,0.00019774874090217054
215,631.9651417732239,287.3824315071106,1.0,230.66108393669128,450.23595333099365,1.0,221.03562927246094,141.91545391082764,1.0,643.1243858337402,297.9653129577637,0.0001925635733641684
216,633.100088596344,285.4282020330429,1.0,230.71232724189758,450.1882076263428,1.0,220.78103858232498,142.02619457244873,1.0,643.9073424339294,296.97562551498413,0.0001942176022566855
217,634.0255553722382,283.7264075279236,1.0,230.8480908870697,450.08778285980225,1.0,222.49634099006653,141.9071969985962,1.0,223.98154640197754,154.7088634967804,0.00011496285151224583
218,634.6220015287399,283.94017601013184,1.0,231.16579866409302,449.6333770751953,1.0,222.45640587806702,141.87299823760986,1.0,644.8835458755493,299.1863669157028,0.00014273995475377887
219,634.0053977966309,285.3166437149048,1.0,231.40244889259338,449.27322483062744,1.0,222.44595098495483,141.83839416503906,1.0,644.5188512802124,298.15004420280457,0.0002102893340634182
220,633.9526286125183,285.87047815322876,1.0,231.41887545585632,449.4635081291199,1.0,223.03251934051514,142.1202917098999,1.0,644.0729131698608,298.2663505077362,0.00020089189638383687
221,634.5910468101501,286.6917622089386,1.0,230.98978447914124,449.26531314849854,1.0,224.19727444648743,142.8379898071289,1.0,643.7516961097717,298.2422544956207,0.00014722638297826052
222,634.5606923103333,287.69147634506226,1.0,231.42568635940552,449.57130432128906,1.0,224.99416780471802,141.7558135986328,1.0,631.6545362472534,283.12410205602646,0.00011270791583228856
223,634.5684185028076,287.909873008728,1.0,231.12767958641052,449.39383363723755,1.0,225.5007438659668,141.48931980133057,1.0,643.8875780105591,298.55023086071014,0.00011345562961651012
224,634.3082699775696,288.401846408844,1.0,231.40430188179016,449.3076882362366,1.0,224.67518138885498,140.83714389801025,1.0,643.8031024932861,298.57405829429626,0.00011928707681363449
225,634.1513452529907,288.2908926010132,1.0,231.31318187713623,449.26197147369385,1.0,225.53392124176025,139.93909978866577,1.0,643.836124420166,298.5132863521576,0.00012293853797018528
226,634.2448463439941,287.91694498062134,1.0,231.2699420452118,449.3700523376465,1.0,226.05624532699585,139.11455535888672,1.0,631.7883901596069,283.1761412024498,0.00012765238352585584
227,634.1455693244934,286.39044284820557,1.0,230.93359112739563,449.4514937400818,1.0,226.02480459213257,139.1574969291687,1.0,631.5499238967896,283.0734829902649,0.00015547718794550747
228,633.5292072296143,281.8721694946289,1.0,230.9398157596588,449.72837257385254,1.0,226.0481390953064,138.89791440963745,1.0,642.9377450942993,267.58672723174095,0.00026689792866818607
229,628.0279496051371,281.68834495544434,1.0,230.48431992530823,449.43622159957886,1.0,226.41977500915527,138.55029821395874,1.0,637.8649102449417,268.16057915985584,0.006348545663058758
230,622.5654146671295,283.1228847503662,1.0,230.44323778152466,449.59465169906616,1.0,226.93033456802368,138.01733112335205,1.0,630.3626947402954,264.9148986339569,0.002298695733770728
231,621.4188168048859,281.7160816192627,1.0,230.59018087387085,449.57999420166016,1.0,227.47247314453125,137.6017894744873,1.0,629.8228054046631,265.28962874412537,0.02027291990816593
232,624.5994055271149,282.7800931930542,1.0,230.68560075759888,449.61579179763794,1.0,227.17075729370117,137.665789604187,1.0,637.4079616069794,269.56570971012115,0.03131949529051781
233,630.1179311275482,282.2250814437866,1.0,230.72558546066284,449.542799949646,1.0,227.2425889968872,137.57662963867188,1.0,640.8684449195862,275.76137675344944,0.008889981545507908
234,632.2804112434387,282.4036478996277,1.0,230.85889649391174,449.43386220932007,1.0,227.86207342147827,137.50229454040527,1.0,642.6043343544006,281.7539122104645,0.00020908114674966782
235,631.9573574066162,282.28198289871216,1.0,230.86137104034424,449.4317784309387,1.0,227.7436647415161,137.52171897888184,1.0,642.7727327346802,270.25244188308716,0.0001750326482579112
236,630.9554567337036,285.29830825328827,1.0,230.83497500419617,449.3932328224182,1.0,227.94820737838745,137.4458146095276,1.0,631.9699277877808,283.13885110616684,0.0001230713096447289
237,630.8161973953247,282.78002643585205,1.0,230.79069304466248,449.35306119918823,1.0,227.56732606887817,137.83969736099243,1.0,641.7097778320312,281.7495756149292,0.0001975875929929316
238,625.5300390720367,282.3165793418884,1.0,230.89178109169006,449.3960485458374,1.0,227.44067668914795,138.17649507522583,1.0,638.9199030399323,280.9235725402832,0.0006415264215320349
239,623.2232942581177,283.0991768836975,1.0,230.8875916004181,449.4938282966614,1.0,227.11348485946655,138.1799340248108,1.0,638.5714378356934,281.04699635505676,0.0006129689863882959
240,620.1269444227219,285.1962568759918,1.0,230.90902066230774,449.4710841178894,1.0,226.99294090270996,138.21763610839844,1.0,629.6150121688843,274.37549698352814,0.0002072063070954755
241,623.6456437110901,284.82697308063507,1.0,230.85029935836792,449.5018286705017,1.0,226.4080295562744,138.2692174911499,1.0,637.459713101387,280.56940817832947,0.0007463973015546799
242,630.5788180828094,284.76000076532364,1.0,230.84507274627686,449.2905697822571,1.0,226.17646503448486,138.04659748077393,1.0,641.7550654411316,282.60684859752655,0.00011141962750116363
243,632.3538227081299,283.28240394592285,1.0,230.92649674415588,449.27425241470337,1.0,226.37493753433228,138.08126735687256,1.0,642.7499814033508,282.152755856514,0.00013433673302643
244,632.9098286628723,283.01312017440796,1.0,231.30085349082947,449.2379837036133,1.0,226.72881174087524,137.6738338470459,1.0,643.2289233207703,271.0294587612152,0.00015342394181061536
245,633.3674073219299,285.0046075582504,1.0,231.26902794837952,449.7201452255249,1.0,226.801531791687,137.66450691223145,1.0,631.9755334854126,282.86939787864685,0.000151482701767236
246,633.1646919250488,285.3042725324631,1.0,231.02741622924805,449.27443647384644,1.0,226.98931121826172,137.47522830963135,1.0,631.951005935669,282.946649312973,0.00016038423927966505
247,632.887776851654,285.9980101585388,1.0,231.02648878097534,449.3090629577637,1.0,227.4517731666565,137.3729748725891,1.0,632.1375608444214,282.9806127548218,0.00015662561054341495
248,632.4163489341736,284.36385610699654,1.0,230.97978901863098,449.29562044143677,1.0,227.7682123184204,137.3457794189453,1.0,642.4843053817749,282.5381506681442,0.00014585979806724936
249,632.5303702354431,284.4566920995712,1.0,231.0475254058838,449.31353092193604,1.0,226.642315864563,137.57010316848755,1.0,642.6639156341553,282.76210737228394,0.00013347600179258734
250,636.5382819771767,283.63919401168823,1.0,230.84187746047974,448.81077098846436,1.0,230.38037085533142,135.74392366409302,1.0,651.7297853529453,282.56083595752716,0.00010700055281631649
251,637.5560343265533,282.83118295669556,1.0,230.74557948112488,448.93281078338623,1.0,230.16156601905823,135.65777683258057,1.0,651.9220129549503,282.2839666604996,0.0001247595646418631
252,637.6332391500473,286.2113652229309,1.0,230.81527400016785,448.89564085006714,1.0,230.09055423736572,135.63821697235107,1.0,645.3770408630371,298.8253824710846,0.0001963559479918331
253,637.3919517993927,286.5118718147278,1.0,230.80444622039795,448.87480545043945,1.0,229.80394554138184,135.50422286987305,1.0,645.2880992889404,298.9560492038727,0.00013593790936283767
254,637.0703142881393,287.137069940567,1.0,230.74368619918823,448.95953130722046,1.0,230.3166265487671,135.34654903411865,1.0,645.0641002655029,298.7685087919235,0.00014600242138840258
255,636.7583937048912,287.558767080307,1.0,230.91506052017212,448.98575353622437,1.0,230.38139748573303,135.24693274497986,1.0,644.7576951980591,298.9885731935501,0.00012461000005714595
256,635.8307480812073,287.89806365966797,1.0,230.69563364982605,449.1718807220459,1.0,228.74593448638916,135.28110766410828,1.0,644.5290670394897,298.72540605068207,0.00010026410745922476
257,635.0170783400536,282.86543798446655,1.0,230.86275100708008,449.09421491622925,1.0,228.02666854858398,135.23290944099426,1.0,643.9444370269775,282.8951494693756,0.00012186612730147317
258,636.2728998661041,282.1210036277771,1.0,230.7922568321228,449.14337682724,1.0,226.63537311553955,135.5489797592163,1.0,651.6181754171848,281.8982334136963,0.00011349370470270514
259,638.36203789711,281.855251789093,1.0,230.28185653686523,449.04332304000854,1.0,225.26280403137207,136.04390716552734,1.0,652.2170112878084,283.1670634150505,0.00027856745873577893
260,639.629855632782,285.87892258167267,1.0,230.8444173336029,449.17271423339844,1.0,224.49775648117065,136.36305904388428,1.0,646.0003051757812,298.6679939031601,0.0002847746654879302
261,637.7523710727692,285.5484677553177,1.0,230.69417572021484,449.30918407440186,1.0,223.8540313243866,136.8391833305359,1.0,645.6170921325684,298.0674967765808,0.00019351718947291374
262,637.2114949226379,286.31106996536255,1.0,230.6902678012848,449.33829641342163,1.0,223.5991814136505,136.64313411712646,1.0,645.1614713668823,298.3142350912094,0.00013205042341724038
263,637.1980240345001,286.41270327568054,1.0,230.67320847511292,449.36253213882446,1.0,223.43809509277344,136.67085075378418,1.0,645.0869855880737,298.33739268779755,0.00013512838631868362
264,636.7707436084747,286.49360752105713,1.0,230.55316400527954,449.36837577819824,1.0,222.74901962280273,136.6542158126831,1.0,644.8444910049438,298.33442986011505,0.00013477013271767646
265,636.5497724413872,286.42060899734497,1.0,230.77981066703796,449.33453607559204,1.0,222.46642589569092,136.44014596939087,1.0,644.7359571456909,298.46352779865265,0.00013748096534982324
266,633.5815124511719,283.76066637039185,1.0,230.5567421913147,449.36042976379395,1.0,222.48877906799316,136.09787940979004,1.0,643.350200176239,283.1882364153862,0.00014245901547838002
267,631.7980282306671,281.41314363479614,1.0,230.31454348564148,449.2887182235718,1.0,222.05546379089355,136.0900444984436,1.0,642.198356628418,271.71197390556335,0.0002242576447315514
268,633.7647333145142,281.28283166885376,1.0,230.40914011001587,449.24477195739746,1.0,222.09387683868408,136.8653120994568,1.0,642.5572061538696,270.48852610588074,0.00017615965043660253
269,636.7580010890961,280.519784450531,1.0,230.07814025878906,449.2265315055847,1.0,221.43173027038574,136.95359420776367,1.0,644.083475112915,268.69978654384613,0.00015350324974860996
270,637.07488489151,283.98514461517334,1.0,230.2426826953888,449.2776675224304,1.0,221.1552858352661,137.07207918167114,1.0,645.8105344772339,299.8056815713644,0.00014605505566578358
271,636.875278711319,285.40817189216614,1.0,230.25154066085815,449.27740001678467,1.0,221.1774196624756,136.98634958267212,1.0,645.0854606628418,299.00831484794617,0.00022821404854767025
272,637.2013204097748,286.1888167858124,1.0,230.36494398117065,449.1939616203308,1.0,221.2608642578125,137.3075385093689,1.0,644.7624702453613,297.7148630619049,0.00017674716946203262
273,637.5343817472458,286.0728669166565,1.0,230.30821871757507,449.21323585510254,1.0,221.31993961334229,137.21674346923828,1.0,650.8872284889221,282.5672781467438,0.0001907553378259763
274,637.5294991731644,285.91643607616425,1.0,230.29291820526123,449.0747938156128,1.0,221.27134323120117,137.2404499053955,1.0,644.8615093231201,297.66922068595886,0.00018379613175056875
275,637.7224065065384,285.91178381443024,1.0,230.30210208892822,449.1248960494995,1.0,221.24179363250732,137.07702493667603,1.0,651.1246814131737,282.45882546901703,0.00020326780213508755
276,637.9256907701492,285.9128406047821,1.0,230.34064245224,449.09378242492676,1.0,221.0400276184082,137.25275325775146,1.0,651.4237744212151,282.12481343746185,0.00022094252926763147
277,637.8025434017181,286.0840001106262,1.0,230.35865116119385,449.1797652244568,1.0,221.39064025878906,136.97275018692017,1.0,651.4658115506172,281.9967052936554,0.00022324005840346217
278,635.8504458218813,286.56292247772217,1.0,230.3015501499176,449.2100648880005,1.0,221.59525299072266,136.8775234222412,1.0,644.205078125,297.89015436172485,0.0002190853701904416
279,634.7483817338943,283.4299726486206,1.0,230.21347546577454,449.34517431259155,1.0,221.50017547607422,136.8709535598755,1.0,644.9802579879761,297.03953528404236,0.0007285112515091896
280,634.3043146133423,281.6015167236328,1.0,230.36349487304688,449.4339380264282,1.0,221.38567924499512,136.96676969528198,1.0,644.237042427063,276.57403177022934,0.00028831054805777967
281,636.2254181355238,281.1924729347229,1.0,230.3918981552124,449.38340950012207,1.0,221.37736988067627,137.0329909324646,1.0,643.6506323814392,269.9673492908478,0.00020364316878840327
282,636.6988006234169,282.59634256362915,1.0,230.35361742973328,449.4225878715515,1.0,221.2902660369873,137.04900646209717,1.0,643.7448372840881,269.24812829494476,0.00022800263832323253
283,636.6139069199562,284.79167127609253,1.0,230.15008902549744,449.4107356071472,1.0,221.47943782806396,137.16155672073364,1.0,645.0405788421631,298.07524609565735,0.00033048746990971267
284,637.3247141838074,285.4605903625488,1.0,230.13859748840332,449.41588020324707,1.0,221.38029193878174,137.23673343658447,1.0,650.7718665599823,281.9054129123688,0.00047817351878620684
285,636.9402792453766,286.0592088699341,1.0,229.82817041873932,449.5413751602173,1.0,221.40878677368164,137.1378755569458,1.0,650.7467609643936,282.3342137336731,0.00032981924596242607
286,637.4361953735352,286.22803592681885,1.0,229.03150725364685,449.29874992370605,1.0,221.68796920776367,137.16060209274292,1.0,650.5602875947952,282.24400448799133,0.00035613361978903413
287,636.751775085926,286.7144980430603,1.0,229.86506509780884,449.11542797088623,1.0,221.52243041992188,136.9413275718689,1.0,650.4519547224045,282.28350722789764,0.00033103517489507794
