scorer,DeepCut_resnet50_licking-belowOct05shuffle1_1030000,DeepCut_resnet50_licking-belowOct05shuffle1_1030000,DeepCut_resnet50_licking-belowOct05shuffle1_1030000,DeepCut_resnet50_licking-belowOct05shuffle1_1030000,DeepCut_resnet50_licking-belowOct05shuffle1_1030000,DeepCut_resnet50_licking-belowOct05shuffle1_1030000,DeepCut_resnet50_licking-belowOct05shuffle1_1030000,DeepCut_resnet50_licking-belowOct05shuffle1_1030000,DeepCut_resnet50_licking-belowOct05shuffle1_1030000,DeepCut_resnet50_licking-belowOct05shuffle1_1030000,DeepCut_resnet50_licking-belowOct05shuffle1_1030000,DeepCut_resnet50_licking-belowOct05shuffle1_1030000
bodyparts,jaw,jaw,jaw,toe-bot,toe-bot,toe-bot,toe-top,toe-top,toe-top,tongue,tongue,tongue
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
288,637.4125533103943,286.7215209007263,1.0,229.92897987365723,449.2519807815552,1.0,221.7196168899536,136.9939751625061,1.0,650.3541651964188,282.0223947763443,0.00023798014444764704
289,636.3289639353752,286.45764923095703,1.0,230.17158842086792,449.42276191711426,1.0,222.07582092285156,137.1595582962036,1.0,650.2989978790283,282.33422899246216,0.0001816690928535536
290,634.1238355636597,285.3548330068588,1.0,229.88447403907776,449.2493553161621,1.0,221.91369533538818,137.08699560165405,1.0,643.988166809082,298.11701583862305,0.00022677597007714212
291,633.6387033462524,283.17925691604614,1.0,229.88472032546997,449.2644100189209,1.0,221.8940715789795,137.09752321243286,1.0,644.2307682037354,299.1927547454834,0.0002016814542002976
292,634.770742893219,281.5363783836365,1.0,229.71027433872223,449.1218810081482,1.0,221.83159255981445,136.92032146453857,1.0,643.0850067138672,268.57297360897064,0.00021365396969486028
293,637.6800088882446,282.98648262023926,1.0,229.59283876419067,449.3841633796692,1.0,221.8915615081787,137.05987310409546,1.0,651.746600329876,281.4712152481079,0.0004745667101815343
294,638.3089492321014,285.1609457731247,1.0,229.655513048172,449.4820957183838,1.0,222.0897741317749,137.11917877197266,1.0,651.3019775748253,281.6228666305542,0.0005858364165760577
295,637.4824270009995,285.82754600048065,1.0,229.65498006343842,449.48124742507935,1.0,221.55897521972656,137.5878176689148,1.0,650.9574518203735,282.62392818927765,0.00035582121927291155
296,637.4772372245789,286.3304536342621,1.0,229.64091789722443,449.4893727302551,1.0,221.56449794769287,137.57921934127808,1.0,651.2153829336166,283.0081644654274,0.0003444253816269338
297,637.4223756790161,286.89014410972595,1.0,229.64946913719177,449.4170627593994,1.0,221.55200958251953,137.5982255935669,1.0,651.494139611721,282.85891795158386,0.000317886151606217
298,637.1351705789566,287.0628499984741,1.0,229.62350130081177,449.46462392807007,1.0,221.53732013702393,137.588725566864,1.0,651.4405285716057,282.856906414032,0.00030260448693297803
299,636.972270488739,287.1530771255493,1.0,229.64113128185272,449.487868309021,1.0,221.52410221099854,137.59429693222046,1.0,651.3815743923187,282.84418427944183,0.0002963088918477297
300,636.7076956033707,285.8779938220978,1.0,229.67488729953766,449.5358347892761,1.0,221.52966499328613,137.51999378204346,1.0,650.7084014415741,282.9177347421646,0.00023935185163281858
301,636.032591573894,285.2292877435684,1.0,229.56317675113678,449.24229860305786,1.0,221.34270477294922,137.2418828010559,1.0,644.8836688995361,298.1714811325073,0.0002454298664815724
302,636.1609495431185,284.6548852920532,1.0,229.69545090198517,449.57048082351685,1.0,221.4589433670044,137.47378158569336,1.0,645.0870895385742,298.698468208313,0.00017408194253221154
303,636.934954226017,282.9617519378662,1.0,229.27425849437714,449.3835916519165,1.0,221.40826892852783,137.42350053787231,1.0,644.1104106903076,269.81515073776245,0.00020751712145283818
304,638.7039127349854,283.2289171218872,1.0,229.63729643821716,449.45543098449707,1.0,221.32872676849365,137.46678352355957,1.0,652.9464454650879,281.50256156921387,0.003607505466789007
305,638.7527418136597,284.4828220009804,1.0,229.57318544387817,449.51834869384766,1.0,221.34047031402588,137.52289962768555,1.0,652.148031771183,281.6272556781769,0.0012196684256196022
306,638.3208689689636,286.386883020401,1.0,229.58857345581055,449.5082778930664,1.0,221.42245292663574,137.55622482299805,1.0,652.2638321220875,282.35215187072754,0.0005440672975964844
307,637.6837272644043,286.4349527359009,1.0,229.63976383209229,449.45813274383545,1.0,221.6007204055786,137.65693426132202,1.0,651.6687012314796,282.6375641822815,0.00036719025229103863
308,637.6646394729614,286.3889265060425,1.0,229.48308885097504,449.44750118255615,1.0,221.4624719619751,137.63348722457886,1.0,651.6276991963387,282.61405396461487,0.0003890779335051775
309,637.9030146598816,286.37064361572266,1.0,229.41924047470093,449.46862745285034,1.0,221.34639930725098,137.66155862808228,1.0,651.6341133117676,282.5247105360031,0.00046935261343605816
310,637.3696188926697,286.0376138687134,1.0,229.42208003997803,449.4390068054199,1.0,221.34737014770508,137.70026779174805,1.0,651.5558024048805,282.5676164627075,0.00040678965160623193
311,636.8304631114006,286.47573947906494,1.0,229.65163850784302,449.4495687484741,1.0,221.3013572692871,137.6989402770996,1.0,651.3717947602272,282.3865327835083,0.0003298189549241215
312,636.8928719162941,285.74241375923157,1.0,229.46929824352264,449.4894518852234,1.0,221.37150764465332,137.83956241607666,1.0,650.9763536453247,282.2893236875534,0.0001985871058423072
313,636.5111097693443,283.430371761322,1.0,229.47587513923645,449.483389377594,1.0,221.45480060577393,137.11336421966553,1.0,650.6323528289795,282.4430333375931,0.0004065234970767051
314,636.9393610954285,281.1046562194824,1.0,229.3590053319931,449.58293104171753,1.0,221.4256296157837,137.7130045890808,1.0,650.7361949682236,280.93877482414246,0.003632222767919302
315,639.3788063526154,280.92398166656494,1.0,228.61764442920685,449.5448422431946,1.0,221.32015132904053,137.5490207672119,1.0,652.4606615006924,280.0786690711975,0.007456245832145214
316,639.9477798938751,281.89976739883423,1.0,229.10317504405975,449.7746353149414,1.0,221.5293426513672,137.65485429763794,1.0,653.8056703805923,281.1669821739197,0.005344034172594547
317,639.4025628566742,283.20669889450073,1.0,229.061847448349,449.7283716201782,1.0,221.48908805847168,137.66800451278687,1.0,652.8621445298195,277.3653792142868,0.005167495924979448
318,638.1643419265747,285.1589640378952,1.0,229.02874326705933,449.7370662689209,1.0,221.42373275756836,137.71819639205933,1.0,652.6965732574463,280.8562722206116,0.0006014000973664224
319,637.8300595283508,284.8733659386635,1.0,228.92743587493896,449.7057433128357,1.0,221.3621473312378,137.77918243408203,1.0,652.5863164067268,280.81517004966736,0.0008291628328152001
320,638.0906114578247,284.8183602690697,1.0,228.9300451874733,449.7063264846802,1.0,221.40716648101807,137.6991057395935,1.0,652.6091017723083,280.5977156162262,0.0007333866087719798
321,638.2556896209717,285.07717752456665,1.0,228.64595597982407,449.79507064819336,1.0,221.23759365081787,137.34656047821045,1.0,652.7217705249786,280.489253282547,0.000589780742302537
322,636.5448152422905,284.47961965203285,1.0,228.57966715097427,449.6107029914856,1.0,221.27082633972168,137.34117889404297,1.0,645.6112966537476,289.6985194683075,0.00020232399401720613
323,635.2468671798706,285.0108040571213,1.0,228.31381180882454,449.49784898757935,1.0,221.15042304992676,137.17182731628418,1.0,644.7063217163086,297.3478322029114,0.00017882886459119618
324,634.2371101379395,282.5866723060608,1.0,228.58296114206314,449.62151050567627,1.0,221.28424644470215,137.36058807373047,1.0,651.7586606293917,276.94483947753906,0.0001389538956573233
325,633.043571472168,280.1867985725403,1.0,228.95099091529846,449.6961073875427,1.0,221.3848180770874,137.7173228263855,1.0,642.8135571479797,267.5137862563133,0.00014930656470824033
326,628.9769260883331,278.63939452171326,1.0,228.91287672519684,449.70676708221436,1.0,221.54473400115967,137.64324617385864,1.0,639.996906042099,266.49908101558685,0.0003859969729091972
327,629.3828246593475,276.54060554504395,1.0,229.21781253814697,449.9700994491577,1.0,221.66637992858887,137.64332628250122,1.0,641.2926545143127,267.27110493183136,0.00045494819642044604
328,633.3143444061279,277.26662945747375,1.0,228.74625420570374,449.6959147453308,1.0,221.6649570465088,137.5374116897583,1.0,641.5833377838135,267.3893166780472,0.0002296054153703153
329,637.3375958204269,279.5313844680786,1.0,228.4976216852665,449.46268463134766,1.0,221.8620147705078,137.44091320037842,1.0,645.0839033126831,275.6358128488064,0.00033507656189613044
330,638.5079793930054,280.87534618377686,1.0,228.2351196706295,449.2839021682739,1.0,221.92376708984375,137.38682985305786,1.0,644.8697471618652,267.70472770929337,0.00014049658784642816
331,637.4034733772278,282.12369871139526,1.0,228.0645465478301,449.17097663879395,1.0,221.74143981933594,137.3172206878662,1.0,651.6919949650764,281.09178018569946,0.00022325153986457735
332,637.136856675148,282.3361406326294,1.0,227.98211027681828,448.93277311325073,1.0,221.56815147399902,137.42114067077637,1.0,651.6088844835758,280.74002599716187,0.0002235373976873234
333,636.7038694620132,282.5321364402771,1.0,227.93870198726654,448.97498893737793,1.0,221.57681465148926,137.5317144393921,1.0,651.6244042217731,280.68808484077454,0.00026959559181705117
334,636.569174349308,283.5388026237488,1.0,227.736351698637,448.7729516029358,1.0,221.45857524871826,137.17514610290527,1.0,651.796662569046,281.17537689208984,0.00018918668502010405
335,636.5282896757126,284.1351099014282,1.0,227.61471644043922,448.29622411727905,1.0,221.33692455291748,135.91221642494202,1.0,651.7931856960058,281.3712639808655,0.0001372467668261379
336,635.8554898798466,284.5440263748169,1.0,227.2793682217598,448.17431354522705,1.0,219.10137939453125,128.4782657623291,1.0,651.0894967317581,281.95037055015564,0.00019208661979064345
337,634.7704477310181,285.5607386827469,1.0,226.81086421012878,447.4282078742981,1.0,217.41522216796875,124.31736755371094,1.0,650.1054592132568,282.6203167438507,0.00024346511054318398
338,629.884812951088,285.3678398132324,1.0,226.233904838562,446.3860960006714,1.0,217.20314407348633,123.7013750076294,1.0,643.3854818344116,289.8598074913025,0.003422665176913142
339,623.9229884147644,281.7910203933716,1.0,226.50271606445312,446.34796714782715,1.0,217.29518699645996,122.53860664367676,1.0,651.4119340777397,304.8945791721344,1.0
340,623.5858483314514,279.1932632923126,1.0,225.95945930480957,445.8721532821655,1.0,217.90795993804932,121.26085710525513,1.0,657.4727063179016,308.4597687125206,1.0
341,622.6781265735626,279.9831762313843,1.0,225.7862675189972,445.1738615036011,1.0,217.92227411270142,120.37638092041016,1.0,652.7177932262421,304.3474221229553,1.0
342,622.6128599643707,280.5751848220825,1.0,226.22993683815002,445.88483333587646,1.0,217.09731101989746,118.78092002868652,1.0,648.1771221160889,302.99362897872925,0.9999997615814209
343,623.5902864933014,282.4863348007202,1.0,225.9166762828827,446.08119773864746,1.0,216.39190483093262,117.20583438873291,1.0,640.3081550598145,301.735546708107,0.004614576697349548
344,628.2899303734303,282.12086296081543,1.0,226.03529155254364,446.0776491165161,1.0,216.32743215560913,115.47040224075317,1.0,641.399462223053,287.31969451904297,0.00021691000438295305
345,628.3616129159927,282.89755630493164,1.0,225.46410942077637,446.85868978500366,1.0,215.83824253082275,115.30584573745728,1.0,641.59641456604,286.507120847702,0.00020982207206543535
346,631.3290965557098,286.8809173107147,1.0,225.62008333206177,447.09660243988037,1.0,215.59068250656128,115.4049825668335,1.0,642.3774785995483,283.94792510569096,0.0001517919881734997
347,631.9080684185028,286.24434328079224,1.0,225.6440372467041,446.6740951538086,1.0,215.14820218086243,115.22425746917725,1.0,642.8479099273682,283.8770615682006,0.00010878678585868329
348,632.0072069168091,285.8781361579895,1.0,225.75875401496887,447.04611229896545,1.0,215.12148642539978,114.96403360366821,1.0,642.9909400939941,284.22161062061787,0.00011467588046798483
349,631.4137578010559,284.9321125149727,1.0,225.97953605651855,446.80418634414673,1.0,215.03771138191223,114.66232633590698,1.0,642.6296138763428,299.29969000816345,0.00030388784944079816
350,625.6145741939545,285.16146659851074,1.0,226.10765516757965,444.3638391494751,1.0,214.29616475105286,114.05879545211792,1.0,643.5439314842224,293.86035919189453,0.7191814184188843
351,619.5615693926811,280.8941960334778,1.0,225.65677213668823,422.78075647354126,1.0,214.0765790939331,113.16297769546509,1.0,651.2721433639526,308.48070788383484,1.0
352,620.4063257277012,278.25089955329895,1.0,291.2918807864189,406.73185992240906,1.0,213.96806848049164,112.45776176452637,1.0,656.9470219612122,311.4566504955292,1.0
353,622.8084795475006,277.542601108551,1.0,288.4136643409729,373.23340928554535,1.0,214.1533398628235,112.09323215484619,1.0,656.5542483329773,311.26250314712524,1.0
354,624.2429196834564,281.74634981155396,1.0,282.86852276325226,347.2468194961548,1.0,214.42884373664856,111.15394401550293,1.0,649.282865524292,309.2226769924164,1.0
355,630.837831735611,281.3094367980957,1.0,277.70091557502747,327.432763338089,1.0,214.07879662513733,110.77418041229248,1.0,642.1645307540894,302.5427780151367,0.0007618433446623385
356,630.2842166423798,281.84562253952026,1.0,251.4602346420288,324.49361833930016,1.0,214.45457339286804,109.67768383026123,1.0,642.4247860908508,302.09296774864197,0.000300967920338735
357,628.185765594244,282.69304943084717,1.0,236.79353427886963,325.96974325180054,1.0,214.30172634124756,109.60872459411621,1.0,642.2193040847778,284.120337292552,0.0004043288354296237
358,626.9901119470596,286.3297483921051,1.0,232.9366250038147,324.81888568401337,1.0,214.31547451019287,109.07440376281738,1.0,641.0009837150574,286.3193607330322,0.00021884968737140298
359,628.9732019305229,283.077024936676,1.0,229.810640335083,325.27389204502106,1.0,214.3202211856842,108.88116645812988,1.0,642.206353187561,283.92843925207853,0.00028529317933134735
360,629.0559859275818,284.1521816253662,1.0,239.41889095306396,326.0778920650482,1.0,214.26567125320435,108.27581691741943,1.0,249.61535143852234,336.73254585266113,0.0005045391153544188
361,629.3264746665955,284.0590114593506,1.0,230.9010624885559,320.38867235183716,1.0,214.07124710083008,107.7642936706543,1.0,641.9698252677917,300.7412130832672,0.0003807478060480207
362,618.4873110055923,281.4378271102905,1.0,220.83586114645004,313.61874294281006,1.0,214.1441946029663,106.95522260665894,1.0,648.5244770050049,307.5963652431965,1.0
363,613.9473053216934,274.74247646331787,1.0,207.81649374961853,315.7268443107605,1.0,214.05845737457275,106.04996967315674,1.0,659.5770664215088,311.0642020702362,1.0
364,616.314935207367,277.36970591545105,1.0,207.9425914287567,315.5811858177185,1.0,213.98057556152344,105.80626630783081,1.0,663.082291841507,313.0070252418518,1.0
365,619.3386092782021,280.78228282928467,1.0,207.55163431167603,315.85338258743286,1.0,213.6411657333374,105.51731777191162,1.0,664.4252223968506,312.756676197052,0.9999998807907104
366,622.4559571743011,281.8807153701782,1.0,206.95583033561707,313.7840747833252,1.0,213.04257106781006,105.61414623260498,1.0,660.6892626881599,313.0526657104492,1.0
367,625.8469841480255,282.8753261566162,1.0,207.25627398490906,314.335816860199,1.0,212.93930339813232,106.06674671173096,1.0,649.7119560241699,311.71493196487427,1.0
368,630.6455845832825,283.50795459747314,1.0,206.8501570224762,314.22217750549316,1.0,212.33437538146973,106.03161191940308,1.0,642.5305633544922,303.5718402862549,0.001974474173039198
369,631.8749966621399,283.94686698913574,1.0,206.95536470413208,313.6906032562256,1.0,212.337646484375,106.11158514022827,1.0,643.3821048736572,301.6461868286133,0.0001974570914171636
370,631.0868170261383,288.58114767074585,1.0,207.1258008480072,312.58393955230713,1.0,212.27372074127197,106.10602140426636,1.0,631.3788566589355,282.5753574371338,0.00018447225738782436
371,633.0760412216187,290.2745084762573,1.0,207.47493195533752,312.24376678466797,1.0,212.35003662109375,106.08432102203369,1.0,643.2294301986694,284.6369959115982,0.00023592270736116916
372,631.872697353363,289.6799898147583,1.0,207.6975874900818,311.68718457221985,1.0,212.31766891479492,106.14006328582764,1.0,632.291425704956,282.5907552242279,0.00021943911269772798
373,633.1138000488281,290.0761948823929,1.0,208.06539011001587,311.650652885437,1.0,212.48415279388428,105.99780511856079,1.0,642.7563924789429,293.5280417203903,0.0006439920980483294
374,632.6126627922058,293.2110185623169,1.0,207.21316123008728,311.00915813446045,1.0,212.40200328826904,106.05059766769409,1.0,218.8365844488144,311.9816243648529,0.00021196618035901338
375,623.2280097007751,292.253244549036,1.0,206.91361546516418,310.77784514427185,1.0,212.48228359222412,106.171058177948,1.0,647.1615304946899,315.5107790827751,1.0
376,620.4477882385254,289.79133129119873,1.0,206.26152157783508,310.33750653266907,1.0,212.2874050140381,106.18466567993164,1.0,655.5701770782471,320.12571477890015,1.0
377,620.6453133821487,289.4630379676819,1.0,206.14367294311523,309.85718178749084,1.0,211.92101907730103,106.26286602020264,1.0,657.9236838817596,318.8415801525116,1.0
378,621.3978605270386,288.45476603507996,1.0,206.06125164031982,308.9223664999008,1.0,212.11743831634521,106.11084175109863,1.0,658.1974215507507,318.5847330093384,1.0
379,622.9355797767639,286.69347524642944,1.0,206.33014106750488,308.77743124961853,1.0,212.25830745697021,106.0317816734314,1.0,657.550520658493,315.654943972826,1.0
380,625.8093755245209,287.86753964424133,1.0,206.72155141830444,308.07585130631924,1.0,212.21586990356445,106.35091304779053,1.0,649.1991732120514,313.28482818603516,0.9999998807907104
381,631.3953213691711,287.8109800815582,1.0,207.3024706840515,306.2797408103943,1.0,212.36016273498535,105.97055196762085,1.0,642.9669661521912,305.0474271774292,0.00036686137900687754
382,630.6255025863647,287.43558645248413,1.0,207.32901048660278,305.04695415496826,1.0,212.25224494934082,105.72959184646606,1.0,218.95659685134888,317.8985947370529,0.0002524698793422431
383,629.1866654157639,288.7331085205078,1.0,208.87230229377747,302.86801767349243,1.0,212.5540828704834,105.53468608856201,1.0,640.333794593811,283.98493501450866,0.0002175807167077437
384,630.0912139415741,290.02695417404175,1.0,208.65442371368408,302.0051574707031,1.0,212.64879703521729,105.65775871276855,1.0,632.2358407974243,282.7208608388901,0.0001973992766579613
385,630.846182346344,290.3441095352173,1.0,208.49233746528625,301.2114735841751,1.0,213.0089225769043,105.77947807312012,1.0,632.4170818328857,282.789110660553,0.0002439661038806662
386,629.6155304908752,291.2289152145386,1.0,208.4168577194214,300.5520534515381,1.0,212.9068841934204,105.8319845199585,1.0,632.0592670440674,281.9401397705078,0.00022432865807786584
387,631.1425635814667,293.8176443576813,1.0,208.1634964942932,299.63466930389404,1.0,212.67782497406006,105.86423015594482,1.0,632.0663080215454,282.229465007782,0.00014851836021989584
388,623.9182903766632,295.42415595054626,1.0,208.09254455566406,299.4099440574646,1.0,212.44936752319336,105.67776441574097,1.0,644.7321255207062,318.3738842010498,1.0
389,619.2809824943542,290.46174108982086,1.0,208.16409730911255,299.47377490997314,1.0,212.324800491333,105.71840381622314,1.0,657.2904744148254,320.56000566482544,1.0
390,619.7247629165649,292.37964844703674,1.0,207.8191111087799,300.1069107055664,1.0,211.39642572402954,106.71791172027588,1.0,660.6979551315308,318.6237232685089,1.0
391,619.6952986717224,291.0018564462662,1.0,208.0230097770691,300.2475938796997,1.0,209.60466814041138,107.08056879043579,1.0,658.1372812986374,319.9980025291443,1.0
392,619.7585182189941,288.5025517940521,1.0,208.5226230621338,300.6753330230713,1.0,210.14143180847168,107.95568180084229,1.0,657.5292921066284,319.22650170326233,1.0
393,620.2925840616226,289.3125638961792,1.0,209.18682622909546,300.4626350402832,1.0,208.8184404373169,108.45221519470215,1.0,658.2631589174271,314.69834899902344,1.0
394,622.6232042312622,291.49263924360275,1.0,210.30937540531158,301.67791497707367,1.0,209.1198124885559,108.07648849487305,1.0,650.2313734292984,315.45036792755127,0.9999997615814209
395,625.3481521606445,291.64433881640434,1.0,211.3922364115715,301.833922624588,1.0,210.0216178894043,108.10259437561035,1.0,632.9288439750671,315.8951525166631,0.9999988079071045
396,629.2267161607742,287.95731019973755,1.0,211.73428931832314,301.93686497211456,1.0,210.74304342269897,108.78308773040771,1.0,639.8303716182709,284.36301013827324,0.00016659463290125132
397,627.372147321701,286.7402346134186,1.0,212.80911886692047,301.5774841308594,1.0,210.81883239746094,109.14938640594482,1.0,639.4818124771118,283.425396502018,0.00021423105499707162
398,625.82177567482,289.1909108161926,1.0,213.56385016441345,301.25635051727295,1.0,211.95898246765137,109.04145431518555,1.0,630.5743989944458,301.0749441385269,0.00020436168415471911
399,624.31867146492,290.9388036727905,1.0,214.17299509048462,301.1129446029663,1.0,213.44827389717102,108.47677707672119,1.0,637.0316095352173,301.7165914773941,0.0002904979919549078
400,625.7964272499084,292.5008482336998,1.0,214.040376663208,300.1136989593506,1.0,212.1907985061407,108.95280075073242,1.0,637.6900501251221,301.0193854570389,0.0002372732706135139
401,626.2409591674805,293.3397525548935,1.0,213.44700813293457,299.6913437843323,1.0,212.4977568089962,109.46653938293457,1.0,637.6244164705276,301.60359823703766,0.00025007897056639194
402,625.8356273174286,297.72605752944946,1.0,213.1436836719513,299.8958659172058,1.0,211.76660950481892,109.43672370910645,1.0,637.0514923334122,304.0918674468994,0.001001670490950346
403,621.3618793487549,299.48394733667374,0.9999998807907104,212.87076264619827,299.3950457572937,1.0,212.16596674919128,109.41019439697266,1.0,644.3296202123165,318.74581027030945,1.0
404,615.8408963680267,293.5173649787903,1.0,212.96099215745926,299.2147479057312,1.0,212.48119914531708,109.29404163360596,1.0,656.1985514163971,321.43997383117676,1.0
405,615.9433641433716,292.3832259476185,1.0,212.47369691729546,298.60930919647217,1.0,212.36252239346504,109.6603651046753,1.0,657.9440290927887,318.59521412849426,1.0
406,616.9038290977478,291.50950664281845,1.0,212.62700587511063,298.14534997940063,1.0,212.32930994033813,109.22789192199707,1.0,657.2646646499634,316.4171250760555,1.0
407,617.5224905014038,290.79111111164093,1.0,211.96267938613892,297.41456842422485,1.0,211.9877928122878,109.24662971496582,1.0,655.988715171814,315.5723425745964,1.0
408,619.1729426383972,291.96118311583996,1.0,211.91408586502075,296.73163986206055,1.0,212.3850282728672,108.75991249084473,1.0,655.2242960929871,316.859233379364,1.0
409,622.0242428779602,293.0291919708252,1.0,212.49642848968506,296.6987929344177,1.0,212.76514053344727,108.31151103973389,1.0,640.4614973068237,320.5559051036835,1.0
410,627.1218101382256,290.5176191329956,1.0,213.89599549770355,296.1974263191223,1.0,213.75823152065277,107.3457202911377,1.0,638.1719832420349,311.3108460903168,0.0012293554609641433
411,627.3329212665558,287.3590180873871,1.0,213.95696020126343,296.18356370925903,1.0,213.73111867904663,107.33525800704956,1.0,631.5686178207397,302.30005288124084,0.00028945988742634654
412,626.3083095550537,289.0468797683716,1.0,214.8251438140869,295.6977119445801,1.0,215.26466488838196,106.35019254684448,1.0,630.2904825210571,300.5221708416939,0.0001961864036275074
413,625.2870240211487,289.8779253959656,1.0,214.6550271511078,295.15303206443787,1.0,215.98775672912598,106.22037076950073,1.0,630.2219333648682,299.85610423982143,0.00017456780187785625
414,627.2191809415817,290.4332175254822,1.0,214.6541895866394,294.584276676178,1.0,216.38366985321045,106.32887935638428,1.0,631.6185541152954,282.17464232444763,0.0001651547063374892
415,628.116331666708,291.9978218078613,1.0,214.64000988006592,294.5613589286804,1.0,215.83725714683533,106.1437578201294,1.0,631.7413711547852,282.525269985199,0.0003175272431690246
416,628.8272843956947,295.52451944351196,1.0,214.38215732574463,293.6002868413925,1.0,214.67437553405762,105.87013053894043,1.0,637.3106452226639,304.4465675354004,0.00018542488396633416
417,626.50288438797,301.2179789543152,1.0,214.17380785942078,292.8663749694824,1.0,214.29235935211182,105.22480869293213,1.0,631.1840379238129,318.7622170448303,0.9999996423721313
418,622.0491757392883,301.87533926963806,1.0,214.1798961162567,292.0932159423828,1.0,214.0915813446045,105.23777103424072,1.0,654.2982099056244,324.6199283003807,1.0
419,619.154937505722,299.85961189866066,1.0,214.08810758590698,291.5146551132202,1.0,213.8122091293335,105.02852439880371,1.0,657.3707518577576,322.4998502731323,1.0
420,618.1489129066467,294.51146507263184,1.0,214.76140451431274,290.6817698478699,1.0,213.01709461212158,105.17047691345215,1.0,657.6344232559204,321.7354860305786,1.0
421,617.9562945365906,292.99489426612854,1.0,214.78628206253052,290.32525539398193,1.0,212.9692144393921,104.67029619216919,1.0,655.8708882331848,322.4358034133911,1.0
422,619.2121496200562,293.0026265382767,1.0,215.87689590454102,290.2028784751892,1.0,212.8934326171875,104.71140480041504,1.0,655.277223110199,317.095286488533,1.0
423,621.4008902311325,296.4126787185669,1.0,216.04070472717285,289.896990776062,1.0,212.8256025314331,104.70757102966309,1.0,649.0978527069092,316.0583164356649,0.9999998807907104
424,623.6360809803009,295.9475953578949,1.0,216.3762173652649,289.79460287094116,1.0,212.75517177581787,104.6510419845581,1.0,637.8137421607971,319.22591829299927,0.9999996423721313
425,626.5654493570328,291.59927701950073,1.0,217.51229572296143,290.0081787109375,1.0,213.35452485084534,104.61674976348877,1.0,638.0870184898376,317.69597148895264,0.0008047321462072432
426,626.1078642606735,290.3113417625427,1.0,219.24736881256104,289.7762727737427,1.0,214.06793785095215,103.9057731628418,1.0,638.993424654007,284.2468457520008,0.0002498627873137593
427,624.1584656238556,291.33158349990845,1.0,220.9776439666748,289.8728771209717,1.0,214.12088251113892,104.09327220916748,1.0,631.6116762161255,291.4297122955322,0.0001347273646388203
428,624.493011713028,289.32640647888184,1.0,221.9228596687317,290.1537346839905,1.0,214.1260528564453,104.27280807495117,1.0,639.4740071296692,284.35134571790695,0.0001921589719131589
429,625.0456590652466,288.9504461288452,1.0,222.15049266815186,290.4119973182678,1.0,214.12996125221252,104.25243377685547,1.0,639.564596414566,283.545749604702,0.00015694390458520502
430,625.0577383041382,288.61107301712036,1.0,222.23433685302734,290.6551127433777,1.0,214.14421963691711,104.28124809265137,1.0,639.2925281524658,283.05491238832474,0.00017574490630067885
431,626.2671889066696,287.64797163009644,1.0,222.29272270202637,291.0731660723686,1.0,214.21098256111145,104.17007827758789,1.0,639.8303511142731,283.6703967452049,0.000168159298482351
432,628.9098058342934,287.8562114238739,1.0,221.9368772506714,291.09858870506287,1.0,214.27976870536804,104.12666034698486,1.0,630.8167457580566,301.0354515314102,0.00018240783538203686
433,631.2695908546448,286.0058014392853,1.0,222.08176708221436,291.40695983171463,1.0,214.1126160621643,104.05111789703369,1.0,642.5420141220093,296.050434589386,0.00012976427387911826
434,635.6217066347599,286.22189807891846,1.0,221.49599933624268,292.1360485255718,1.0,214.37464952468872,104.07468509674072,1.0,649.847003698349,283.57878336310387,0.00012526774662546813
435,631.786194562912,283.1953864097595,1.0,221.38593673706055,292.2318772524595,1.0,214.6504578590393,103.9840440750122,1.0,656.513195514679,282.92556524276733,1.0
436,630.0095970630646,283.33433723449707,1.0,221.21914196014404,292.23455384373665,1.0,214.69557762145996,103.73331236839294,1.0,662.3388378620148,283.8851103782654,1.0
437,625.9307398796082,283.0101270675659,1.0,221.45143508911133,292.15824504196644,1.0,214.98530960083008,103.70596432685852,1.0,659.2832415699959,283.3875541687012,1.0
438,620.5128306150436,282.02654552459717,1.0,221.52284336090088,292.4736111164093,1.0,214.54757499694824,103.93713569641113,1.0,652.0593825280666,282.3856945037842,1.0
439,617.5719423294067,282.9815080165863,1.0,221.39067840576172,292.44108495116234,1.0,214.16986322402954,103.82234764099121,1.0,631.4485578536987,300.0499153845012,0.0009246824192814529
440,619.7186135351658,284.6753919124603,1.0,221.3006992340088,292.3250549733639,1.0,214.17202854156494,103.7985029220581,1.0,631.7820491790771,301.0460422039032,0.000637685414403677
441,619.4154002666473,285.2851400375366,1.0,221.26367855072021,292.3770175278187,1.0,214.31509804725647,103.8552827835083,1.0,631.4738702774048,300.1350963115692,0.00046760367695242167
442,619.5958982408047,282.3591294288635,1.0,221.25221347808838,292.57318407297134,1.0,214.26291060447693,103.9064130783081,1.0,636.673392355442,298.00115942955017,0.0022136024199426174
443,619.7139711081982,281.81520557403564,1.0,221.0399351119995,292.6132124066353,1.0,214.47638726234436,103.83669757843018,1.0,631.1784400939941,298.72427129745483,0.0006198377814143896
444,621.7769372463226,281.51544761657715,1.0,220.95791721343994,292.6519131064415,1.0,214.60170888900757,103.88522052764893,1.0,637.4237542152405,298.1092847585678,0.0020337793976068497
